Device_Name;Device_Address;LastContact;EntityName;Device_Event_Name;Sensor_Event_Date;Sensor_Event_Value
ABB;10.117.137.21;2025-10-21 09:21:37.017;Goliath/Sollevamento/LT/MH3/Bozzello/NetLoad;Tons;2025-10-16 15:34:56.693;32.00
ABB;10.117.137.21;2025-10-21 09:21:37.017;Goliath/Sollevamento/LT/MH3/Bozzello/NetLoad;Tons;2025-10-16 15:34:57.730;31.60
ABB;10.117.137.21;2025-10-21 09:21:37.017;Goliath/Sollevamento/LT/MH3/Bozzello/NetLoad;Tons;2025-10-16 15:35:45.737;33.00
ABB;10.117.137.21;2025-10-21 09:21:37.017;Goliath/Sollevamento/LT/MH3/Bozzello/NetLoad;Tons;2025-10-16 15:35:39.730;32.50
ABB;10.117.137.21;2025-10-21 09:21:37.017;Goliath/Sollevamento/LT/MH3/Bozzello/NetLoad;Tons;2025-10-16 15:35:43.673;33.39
ABB;10.117.137.21;2025-10-21 09:21:37.017;Goliath/Sollevamento/LT/MH3/Bozzello/NetLoad;Tons;2025-10-16 15:36:10.780;33.20
ABB;10.117.137.21;2025-10-21 09:21:37.017;Goliath/Sollevamento/LT/MH3/Bozzello/NetLoad;Tons;2025-10-16 15:36:12.847;32.89
ABB;10.117.137.21;2025-10-21 09:21:37.017;Goliath/Sollevamento/LT/MH3/Bozzello/NetLoad;Tons;2025-10-16 15:35:46.777;32.89
ABB;10.117.137.21;2025-10-21 09:21:37.017;Goliath/Sollevamento/LT/MH3/Bozzello/NetLoad;Tons;2025-10-16 15:35:47.820;33.29
ABB;10.117.137.21;2025-10-21 09:21:37.017;Goliath/Sollevamento/LT/MH3/Bozzello/NetLoad;Tons;2025-10-16 15:36:43.687;32.60
ABB;10.117.137.21;2025-10-21 09:21:37.017;Goliath/Sollevamento/LT/MH3/Bozzello/NetLoad;Tons;2025-10-16 15:36:46.787;33.10
ABB;10.117.137.21;2025-10-21 09:21:37.017;Goliath/Sollevamento/LT/MH3/Bozzello/NetLoad;Tons;2025-10-16 15:37:11.770;32.70
ABB;10.117.137.21;2025-10-21 09:21:37.017;Goliath/Sollevamento/LT/MH3/Bozzello/NetLoad;Tons;2025-10-16 15:37:12.800;33.29
